"(Server Name, Domain)",Servers known in domain
"('d.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'b.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'm.gtld-servers.net.', 'e.gtld-servers.net.', 'h.gtld-servers.net.', 'f.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('j.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('l.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('k.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'b.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'm.gtld-servers.net.', 'e.gtld-servers.net.', 'h.gtld-servers.net.', 'f.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('i.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('e.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'm.gtld-servers.net.', 'e.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('m.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'm.gtld-servers.net.', 'e.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('h.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('f.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'f.gtld-servers.net.', 'h.gtld-servers.net.', 'b.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('c.gtld-servers.net.', 'com')","{'g.gtld-servers.net.', 'a.gtld-servers.net.', 'b.gtld-servers.net.', 'd.gtld-servers.net.', 'j.gtld-servers.net.', 'l.gtld-servers.net.', 'k.gtld-servers.net.', 'i.gtld-servers.net.', 'e.gtld-servers.net.', 'm.gtld-servers.net.', 'h.gtld-servers.net.', 'f.gtld-servers.net.', 'c.gtld-servers.net.'}"
"('f.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('e.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('k.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('c.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('j.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('i.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('b.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('g.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('l.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('m.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('a.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('h.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('d.root-servers.net', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('a2.org.afilias-nst.info.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('d0.org.afilias-nst.org.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('b2.org.afilias-nst.org.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('c0.org.afilias-nst.info.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('b0.org.afilias-nst.org.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('a0.org.afilias-nst.info.', 'org')","{'a2.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b2.org.afilias-nst.org.', 'c0.org.afilias-nst.info.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.'}"
"('g.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('a.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('b.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('d.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('j.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('l.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('k.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('i.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('e.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('m.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('h.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('f.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('c.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('ns4.google.com.', 'google.com')","{'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.', 'ns3.google.com.'}"
"('ns1.google.com.', 'google.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('ns2.google.com.', 'google.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('ns3.google.com.', 'google.com')","{'ns3.google.com.', 'ns1.google.com.', 'ns4.google.com.', 'ns2.google.com.'}"
"('a2.org.afilias-nst.info.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('d0.org.afilias-nst.org.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('b2.org.afilias-nst.org.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('c0.org.afilias-nst.info.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('a0.org.afilias-nst.info.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('ns2.wikimedia.org.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('ns1.wikimedia.org.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('ns0.wikimedia.org.', 'wikipedia.org')","{'ns2.wikimedia.org.', 'ns1.wikimedia.org.', 'ns0.wikimedia.org.'}"
"('g.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('a.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('b.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('d.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('j.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('l.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('k.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('i.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('e.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('m.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('h.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('f.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('c.gtld-servers.net.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'c.ns.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('e.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('a.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('c.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('f.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('b.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('d.ns.apple.com.', 'apple.com')","{'e.ns.apple.com.', 'a.ns.apple.com.', 'nserver6.apple.com.', 'c.ns.apple.com.', 'nserver5.apple.com.', 'f.ns.apple.com.', 'b.ns.apple.com.', 'd.ns.apple.com.'}"
"('f.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('e.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('k.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('c.root-servers.net', 'be')","{'d.ns.dns.be.', 'c.ns.dns.be.', 'a.ns.dns.be.', 'y.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('j.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('i.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('b.root-servers.net', 'be')","{'d.ns.dns.be.', 'c.ns.dns.be.', 'a.ns.dns.be.', 'y.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('g.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('l.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('m.root-servers.net', 'be')","{'d.ns.dns.be.', 'c.ns.dns.be.', 'a.ns.dns.be.', 'y.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('a.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('h.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('d.root-servers.net', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('d.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('c.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('a.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('y.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('b.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('x.ns.dns.be.', 'be')","{'c.ns.dns.be.', 'y.ns.dns.be.', 'a.ns.dns.be.', 'd.ns.dns.be.', 'b.ns.dns.be.', 'x.ns.dns.be.'}"
"('f.root-servers.net', 'gl')","{'d.nic.gl.', 'a.gl.dyntld.net.', 'b.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('e.root-servers.net', 'gl')","{'d.nic.gl.', 'a.gl.dyntld.net.', 'b.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('k.root-servers.net', 'gl')","{'d.nic.gl.', 'b.gl.dyntld.net.', 'a.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('c.root-servers.net', 'gl')","{'d.nic.gl.', 'b.gl.dyntld.net.', 'a.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('j.root-servers.net', 'gl')","{'d.nic.gl.', 'a.gl.dyntld.net.', 'b.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('i.root-servers.net', 'gl')","{'d.nic.gl.', 'b.gl.dyntld.net.', 'a.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('b.root-servers.net', 'gl')","{'d.nic.gl.', 'a.gl.dyntld.net.', 'b.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
"('g.root-servers.net', 'gl')","{'d.nic.gl.', 'b.gl.dyntld.net.', 'a.gl.dyntld.net.', 'a.nuuk.nic.gl.'}"
