"(Server Name, Domain)",Servers known in domain 
"('a13-65.akam.net.', 'adobe.com')","{'adobe-dns-03.adobe.com.', 'adobe-dns-04.adobe.com.', 'adobe-dns-05.adobe.com.', 'a28-67.akam.net.', 'a26-66.akam.net.', 'a10-64.akam.net.', 'adobe-dns-01.adobe.com.', 'a13-65.akam.net.', 'a7-64.akam.net.', 'a1-217.akam.net.'}"
"('a7-64.akam.net.', 'adobe.com')","{'adobe-dns-03.adobe.com.', 'adobe-dns-04.adobe.com.', 'adobe-dns-05.adobe.com.', 'a28-67.akam.net.', 'a26-66.akam.net.', 'a10-64.akam.net.', 'adobe-dns-01.adobe.com.', 'a13-65.akam.net.', 'a7-64.akam.net.', 'a1-217.akam.net.'}"
"('a1-217.akam.net.', 'adobe.com')","{'adobe-dns-03.adobe.com.', 'adobe-dns-04.adobe.com.', 'adobe-dns-05.adobe.com.', 'a28-67.akam.net.', 'a10-64.akam.net.', 'a26-66.akam.net.', 'adobe-dns-01.adobe.com.', 'a13-65.akam.net.', 'a7-64.akam.net.', 'a1-217.akam.net.'}"
"('f.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('e.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('k.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('c.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('j.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('i.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('b.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('g.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('l.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('m.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('a.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('h.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('d.root-servers.net', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('ns2.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('ns5.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('ns3.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('ns1.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('ns4.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.', 'ns6.cctld.co.'}"
"('ns6.cctld.co.', 'co')","{'ns2.cctld.co.', 'ns5.cctld.co.', 'ns6.cctld.co.', 'ns3.cctld.co.', 'ns1.cctld.co.', 'ns4.cctld.co.'}"
"('f.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('e.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('k.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('c.root-servers.net', 'gov')","{'a.gov-servers.net.', 'd.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('j.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('i.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('b.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('g.root-servers.net', 'gov')","{'a.gov-servers.net.', 'd.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('l.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('m.root-servers.net', 'gov')","{'a.gov-servers.net.', 'd.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('a.root-servers.net', 'gov')","{'a.gov-servers.net.', 'd.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('h.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('d.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('d.gov-servers.net.', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('a.gov-servers.net.', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('c.gov-servers.net.', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('b.gov-servers.net.', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'c.gov-servers.net.', 'b.gov-servers.net.'}"
"('f.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('e.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('k.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('c.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('j.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('i.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('b.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('g.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('l.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('m.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('a.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('h.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('d.root-servers.net', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns2.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsd.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsb.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns3.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsa.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns4.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsc.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns1.nic.uk.', 'uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns2.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsd.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsb.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns3.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsa.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns4.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('nsc.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'nsa.nic.uk.', 'dns4.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('dns1.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsd.nic.uk.', 'nsb.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'nsa.nic.uk.', 'nsc.nic.uk.', 'dns1.nic.uk.'}"
"('a2.org.afilias-nst.info.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('d0.org.afilias-nst.org.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('b2.org.afilias-nst.org.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('c0.org.afilias-nst.info.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('b0.org.afilias-nst.org.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('a0.org.afilias-nst.info.', 'apache.org')","{'ns3.no-ip.com.', 'ns4.no-ip.com.', 'ns2.surfnet.nl.', 'ns1.no-ip.com.', 'ns2.no-ip.com.'}"
"('a2.org.afilias-nst.info.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('d0.org.afilias-nst.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('b2.org.afilias-nst.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('c0.org.afilias-nst.info.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('b0.org.afilias-nst.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('a0.org.afilias-nst.info.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('ns3.w3.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('ns1.w3.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('ns2.w3.org.', 'w3.org')","{'ns3.w3.org.', 'ns1.w3.org.', 'ns2.w3.org.'}"
"('d.gov-servers.net.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('a.gov-servers.net.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('c.gov-servers.net.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('b.gov-servers.net.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('ns2.nih.gov.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('ns3.nih.gov.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('ns.nih.gov.', 'nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.'}"
"('ns2.nih.gov.', 'nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'lhcns1.nlm.nih.gov.', 'lhcns2.nlm.nih.gov.'}"
"('ns3.nih.gov.', 'nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'lhcns1.nlm.nih.gov.', 'lhcns2.nlm.nih.gov.'}"
"('ns.nih.gov.', 'nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'lhcns1.nlm.nih.gov.', 'lhcns2.nlm.nih.gov.'}"
"('lhcns1.nlm.nih.gov.', 'nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'lhcns1.nlm.nih.gov.', 'lhcns2.nlm.nih.gov.'}"
"('lhcns2.nlm.nih.gov.', 'nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'lhcns1.nlm.nih.gov.', 'lhcns2.nlm.nih.gov.'}"
"('lhcns1.nlm.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('ns2.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('lhcns2.nlm.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('ns3.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('ns.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('dns1-ncbi.ncbi.nlm.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('dns2-ncbi.ncbi.nlm.nih.gov.', 'ncbi.nlm.nih.gov')","{'ns2.nih.gov.', 'ns3.nih.gov.', 'ns.nih.gov.', 'dns1-ncbi.ncbi.nlm.nih.gov.', 'dns2-ncbi.ncbi.nlm.nih.gov.'}"
"('g.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('a.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('b.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('d.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('j.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('l.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('k.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('i.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('e.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('m.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('h.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('f.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('c.gtld-servers.net.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('b.ns.facebook.com.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('a.ns.facebook.com.', 'facebook.com')","{'b.ns.facebook.com.', 'a.ns.facebook.com.'}"
"('nl.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('x.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('cz.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('si.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('uk.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('z.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('y.dns.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('ns2lux.europa.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('ns1lux.europa.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('ns2bru.europa.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('ns1bru.europa.eu.', 'europa.eu')","{'ns3lux.europa.eu.', 'ns1.bt.net.', 'ns2lux.europa.eu.', 'ns1lux.europa.eu.', 'ns2bru.europa.eu.', 'ns3bru.europa.eu.', 'ns1bru.europa.eu.', 'ns1.be.colt.net.', 'ns2eu.bt.net.'}"
"('f.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('e.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('k.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('c.root-servers.net', 'de')","{'l.de.net.', 'a.nic.de.', 's.de.net.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('j.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('i.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('b.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('g.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('l.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('m.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('a.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('h.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('d.root-servers.net', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('l.de.net.', 'de')","{'l.de.net.', 'a.nic.de.', 's.de.net.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
"('s.de.net.', 'de')","{'l.de.net.', 's.de.net.', 'a.nic.de.', 'f.nic.de.', 'n.de.net.', 'z.nic.de.'}"
