"(Server Name, Domain)",Servers known in domain 
"('c.dns.ar.', 'com.ar')","{'ns2.switch.ch.', 'e.dns.ar.', 'a.dns.ar.', 'c.dns.ar.', 'b.dns.ar.'}"
"('nsb.nic.uk.', 'ac.uk')","{'ns4.ja.net.', 'ns0.ja.net.', 'ns1.surfnet.nl.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('nsa.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns1.surfnet.nl.', 'dns-3.dfn.de.', 'ns4.ja.net.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('dns4.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('dns2.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('nsc.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns1.surfnet.nl.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('dns3.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('nsd.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns4.ja.net.', 'ns1.surfnet.nl.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('dns1.nic.uk.', 'ac.uk')","{'ns0.ja.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'auth03.ns.uu.net.', 'ns2.ja.net.'}"
"('d.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('k.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('i.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('a.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('h.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('f.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('l.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('b.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('j.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('g.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('e.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('c.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('m.root-servers.net', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('d-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('e-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('h-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('b-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('c-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('a-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('i-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('f-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('g-dns.pl.', 'pl')","{'d-dns.pl.', 'e-dns.pl.', 'h-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'a-dns.pl.', 'i-dns.pl.', 'f-dns.pl.', 'g-dns.pl.'}"
"('d.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('k.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('i.root-servers.net', 'fm')","{'tld4.ultradns.org.', 'tld5.ultradns.info.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('a.root-servers.net', 'fm')","{'tld4.ultradns.org.', 'tld5.ultradns.info.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('h.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('f.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('l.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('b.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('j.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('g.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('e.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('c.root-servers.net', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld5.ultradns.info.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld4.ultradns.org.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld1.ultradns.net.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld2.ultradns.net.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld6.ultradns.co.uk.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('tld3.ultradns.org.', 'fm')","{'tld5.ultradns.info.', 'tld4.ultradns.org.', 'tld1.ultradns.net.', 'tld2.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld3.ultradns.org.'}"
"('h.gtld-servers.net.', 'net')","{'e.gtld-servers.net.', 'b.gtld-servers.net.', 'a.gtld-servers.net.', 'j.gtld-servers.net.', 'f.gtld-servers.net.', 'm.gtld-servers.net.', 'i.gtld-servers.net.', 'h.gtld-servers.net.', 'l.gtld-servers.net.', 'c.gtld-servers.net.', 'k.gtld-servers.net.', 'd.gtld-servers.net.', 'g.gtld-servers.net.'}"
"('d.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('k.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('i.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('a.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('h.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('f.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('l.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('b.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('j.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('g.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('e.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('c.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('m.root-servers.net', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('ns0.ja.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('z.iana-servers.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('ns.uu.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('x.iana-servers.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('y.iana-servers.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('sec2.authdns.ripe.net.', 'int')","{'ns0.ja.net.', 'z.iana-servers.net.', 'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.'}"
"('d.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns.edu.cn.', 'dns2.edu.cn.', 'ns2.cuhk.hk.'}"
"('b.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('c.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('e.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('a.dns.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns.edu.cn.', 'dns2.edu.cn.', 'ns2.cuhk.hk.'}"
"('ns.cernet.net.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('dns.edu.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('dns2.edu.cn.', 'edu.cn')","{'ns2.cernet.net.', 'deneb.dfn.de.', 'dns2.edu.cn.', 'dns.edu.cn.', 'ns2.cuhk.hk.'}"
"('d.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('k.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('i.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('a.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('h.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('f.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('l.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('b.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('j.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('g.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('e.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('c.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('m.root-servers.net', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('f.dns.ripn.net.', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('b.dns.ripn.net.', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('e.dns.ripn.net.', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('a.dns.ripn.net.', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.RIPN.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'e.dns.RIPN.net.', 'a.dns.ripn.net.', 'a.dns.RIPN.net.', 'd.dns.ripn.net.', 'd.dns.RIPN.net.', 'f.dns.RIPN.net.'}"
"('d.dns.ripn.net.', 'xn--p1ai')","{'f.dns.ripn.net.', 'b.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'd.dns.ripn.net.'}"
"('d.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('k.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('i.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('a.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('h.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('f.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('l.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('b.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('j.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('g.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('e.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('c.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('m.root-servers.net', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('nsza.is.co.za.', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('za1.dnsnode.net.', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('sns-pb.isc.org.', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('za-ns.anycast.pch.net.', 'za')","{'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.', 'za-ns.anycast.pch.net.'}"
"('nsza.is.co.za.', 'ac.za')","{'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'disa.tenet.ac.za.', 'ucthpx.uct.ac.za.'}"
"('za1.dnsnode.net.', 'ac.za')","{'disa.tenet.ac.za.', 'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'ucthpx.uct.ac.za.'}"
"('sns-pb.isc.org.', 'ac.za')","{'disa.tenet.ac.za.', 'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'ucthpx.uct.ac.za.'}"
"('za-ns.anycast.pch.net.', 'ac.za')","{'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'disa.tenet.ac.za.', 'ucthpx.uct.ac.za.'}"
"('disa.tenet.ac.za.', 'ac.za')","{'disa.tenet.ac.za.', 'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'ucthpx.uct.ac.za.'}"
"('ns0.is.co.za.', 'ac.za')","{'disa.tenet.ac.za.', 'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'ucthpx.uct.ac.za.'}"
"('ucthpx.uct.ac.za.', 'ac.za')","{'disa.tenet.ac.za.', 'ns0.is.co.za.', 'za-ns.anycast.pch.net.', 'ucthpx.uct.ac.za.'}"
"('d.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('k.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('i.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('a.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('h.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('f.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('l.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('b.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('j.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('g.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('e.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('c.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('m.root-servers.net', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('e.dns.id.', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('ns4.apnic.net.', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('c.dns.id.', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'c.dns.id.', 'd.dns.id.', 'b.dns.id.'}"
"('d.dns.id.', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('b.dns.id.', 'id')","{'e.dns.id.', 'ns4.apnic.net.', 'b.dns.id.', 'd.dns.id.', 'c.dns.id.'}"
"('d.dns.id.', 'ac.id')","{'e.dns.id.', 'd.dns.id.', 'c.dns.id.', 'b.dns.id.'}"
"('e.dns.id.', 'ac.id')","{'e.dns.id.', 'd.dns.id.', 'b.dns.id.', 'c.dns.id.'}"
"('ns4.apnic.net.', 'ac.id')","{'c.dns.id.', 'd.dns.id.', 'e.dns.id.', 'b.dns.id.'}"
"('b.dns.id.', 'ac.id')","{'e.dns.id.', 'd.dns.id.', 'c.dns.id.', 'b.dns.id.'}"
"('c.dns.id.', 'ac.id')","{'c.dns.id.', 'e.dns.id.', 'b.dns.id.', 'd.dns.id.'}"
"('d.root-servers.net', 'nl')","{'ns2.dns.nl.', 'ns1.dns.nl.', 'sns-pb.isc.org.', 'ns3.dns.nl.'}"
"('k.root-servers.net', 'nl')","{'ns2.dns.nl.', 'ns1.dns.nl.', 'sns-pb.isc.org.', 'ns3.dns.nl.'}"
"('i.root-servers.net', 'nl')","{'ns2.dns.nl.', 'ns1.dns.nl.', 'sns-pb.isc.org.', 'ns3.dns.nl.'}"
