"(Server Name, Domain)",Servers known in domain 
"('e.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('d.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('i.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'd.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'j.ns.at.'}"
"('b.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'd.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'j.ns.at.'}"
"('j.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('k.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'j.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'ns9.univie.ac.at.'}"
"('l.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('h.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('f.root-servers.net', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('m.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'd.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'j.ns.at.'}"
"('c.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'd.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'j.ns.at.'}"
"('a.root-servers.net', 'at')","{'n.ns.at.', 'r.ns.at.', 'd.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'ns9.univie.ac.at.', 'j.ns.at.'}"
"('n.ns.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('r.ns.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('d.ns.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('ns2.univie.ac.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('ns1.univie.ac.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('u.ns.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('ns9.univie.ac.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('j.ns.at.', 'at')","{'ns9.univie.ac.at.', 'n.ns.at.', 'r.ns.at.', 'ns2.univie.ac.at.', 'ns1.univie.ac.at.', 'u.ns.at.', 'd.ns.at.', 'j.ns.at.'}"
"('g.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('e.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('d.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('i.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('b.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('j.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('k.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('l.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('h.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('f.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('m.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('c.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('a.root-servers.net', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('de.nic.cr.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('a.ns.cr.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('a.lactld.org.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('p.nic.cr.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('ca2.nic.cr.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('ns-ext.nic.cl.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('ca1.nic.cr.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('ns3.nic.mx.', 'cr')","{'de.nic.cr.', 'a.ns.cr.', 'a.lactld.org.', 'p.nic.cr.', 'ca2.nic.cr.', 'ns-ext.nic.cl.', 'ca1.nic.cr.', 'ns3.nic.mx.'}"
"('g.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('e.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('d.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('i.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('b.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('j.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('k.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('l.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('h.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('f.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('m.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('c.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('a.root-servers.net', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('x.nic.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('z.nic.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('i.nic.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('not.norid.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('y.nic.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('njet.norid.no.', 'no')","{'x.nic.no.', 'z.nic.no.', 'i.nic.no.', 'not.norid.no.', 'y.nic.no.', 'njet.norid.no.'}"
"('g.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('e.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('d.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('i.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('b.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('j.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('k.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('l.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('h.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('f.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('m.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('c.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('a.root-servers.net', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('gr-d.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('gr-m.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('estia.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('gr-at.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('gr-c.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('grdns.ics.forth.gr.', 'gr')","{'gr-d.ics.forth.gr.', 'gr-m.ics.forth.gr.', 'estia.ics.forth.gr.', 'gr-at.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'grdns.ics.forth.gr.'}"
"('b2.in.afilias-nst.org.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('c0.in.afilias-nst.info.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('a0.in.afilias-nst.info.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('b1.in.afilias-nst.in.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('a1.in.afilias-nst.in.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('a2.in.afilias-nst.info.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('b0.in.afilias-nst.org.', 'ac.in')","{'b0.cctld.afilias-nst.org.', 'd0.cctld.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.'}"
"('h-dns.pl.', 'com.pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('g-dns.pl.', 'com.pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('i-dns.pl.', 'com.pl')","{'h-dns.pl.', 'g-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('d-dns.pl.', 'com.pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('a-dns.pl.', 'com.pl')","{'i-dns.pl.', 'h-dns.pl.', 'g-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('f-dns.pl.', 'com.pl')","{'h-dns.pl.', 'g-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('b-dns.pl.', 'com.pl')","{'g-dns.pl.', 'i-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('e-dns.pl.', 'com.pl')","{'h-dns.pl.', 'i-dns.pl.', 'g-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('c-dns.pl.', 'com.pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.'}"
"('a.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('d.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('f.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('g.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('h.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('e.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('c.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('b.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('ns3.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('ns2.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('nsb.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('ns1.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('nse.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('nsa.ns.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('sns-pb.isc.org.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('lookup.iucc.ac.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('ilns.ilan.net.il.', 'ac.il')","{'ns3.ns.il.', 'ns2.ns.il.', 'nsb.ns.il.', 'ns1.ns.il.', 'nse.ns.il.', 'nsa.ns.il.', 'sns-pb.isc.org.', 'lookup.iucc.ac.il.', 'ilns.ilan.net.il.'}"
"('g.root-servers.net', 'cc')","{'ac3.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.'}"
"('e.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('d.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('i.root-servers.net', 'cc')","{'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('b.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('j.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('k.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('l.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('h.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('f.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('m.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac3.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.'}"
"('c.root-servers.net', 'cc')","{'ac3.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.'}"
"('a.root-servers.net', 'cc')","{'ac2.nstld.com.', 'ac3.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.'}"
"('ac2.nstld.com.', 'cc')","{'ac3.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.'}"
"('ac3.nstld.com.', 'cc')","{'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.', 'ac3.nstld.com.'}"
"('ac1.nstld.com.', 'cc')","{'ac3.nstld.com.', 'ac1.nstld.com.', 'ac2.nstld.com.', 'ac4.nstld.com.'}"
"('ac4.nstld.com.', 'cc')","{'ac2.nstld.com.', 'ac3.nstld.com.', 'ac1.nstld.com.', 'ac4.nstld.com.'}"
"('g.root-servers.net', 'fi')","{'i.fi.', 'd.fi.', 'f.fi.', 'c.fi.', 'h.fi.', 'e.fi.', 'g.fi.', 'b.fi.', 'a.fi.'}"
"('e.root-servers.net', 'fi')","{'i.fi.', 'd.fi.', 'f.fi.', 'g.fi.', 'c.fi.', 'h.fi.', 'e.fi.', 'b.fi.', 'a.fi.'}"
"('d.root-servers.net', 'fi')","{'i.fi.', 'd.fi.', 'f.fi.', 'g.fi.', 'c.fi.', 'h.fi.', 'e.fi.', 'b.fi.', 'a.fi.'}"
"('i.root-servers.net', 'fi')","{'i.fi.', 'd.fi.', 'f.fi.', 'h.fi.', 'c.fi.', 'e.fi.', 'g.fi.', 'b.fi.', 'a.fi.'}"
