"(Server Name, Domain)",Servers known in domain 
"('i.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('b.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('j.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('k.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('l.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('h.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('f.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('m.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('c.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('a.root-servers.net', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('c.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('e.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('k.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('b.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('f.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('a.cctld.us.', 'us')","{'c.cctld.us.', 'e.cctld.us.', 'k.cctld.us.', 'b.cctld.us.', 'f.cctld.us.', 'a.cctld.us.'}"
"('g.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('e.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('d.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('i.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns42.nic.tr.'}"
"('b.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('j.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('k.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('l.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('h.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('f.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('m.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('c.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('a.root-servers.net', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns42.nic.tr.'}"
"('ns31.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns42.nic.tr.'}"
"('ns91.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('ns22.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('ns92.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns21.nic.tr.', 'ns41.nic.tr.', 'ns92.nic.tr.', 'ns42.nic.tr.'}"
"('ns41.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('ns21.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('ns42.nic.tr.', 'tr')","{'ns31.nic.tr.', 'ns91.nic.tr.', 'ns22.nic.tr.', 'ns92.nic.tr.', 'ns41.nic.tr.', 'ns21.nic.tr.', 'ns42.nic.tr.'}"
"('ns22.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('ns31.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.'}"
"('ns91.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.'}"
"('ns92.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('ns41.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('ns21.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('ns42.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.'}"
"('lns5.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.'}"
"('lns21.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.'}"
"('lns42.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('lns22.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('lns41.nic.tr.', 'edu.tr')","{'lns5.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.'}"
"('g.root-servers.net', 'pl')","{'g-dns.pl.', 'i-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('e.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('d.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('i.root-servers.net', 'pl')","{'g-dns.pl.', 'i-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('b.root-servers.net', 'pl')","{'h-dns.pl.', 'i-dns.pl.', 'g-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('j.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('k.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('l.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('h.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('f.root-servers.net', 'pl')","{'h-dns.pl.', 'g-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('m.root-servers.net', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('c.root-servers.net', 'pl')","{'h-dns.pl.', 'i-dns.pl.', 'g-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('a.root-servers.net', 'pl')","{'i-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('h-dns.pl.', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('g-dns.pl.', 'pl')","{'i-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('i-dns.pl.', 'pl')","{'i-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('d-dns.pl.', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('f-dns.pl.', 'pl')","{'i-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('a-dns.pl.', 'pl')","{'g-dns.pl.', 'i-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('b-dns.pl.', 'pl')","{'i-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('e-dns.pl.', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('c-dns.pl.', 'pl')","{'g-dns.pl.', 'h-dns.pl.', 'i-dns.pl.', 'd-dns.pl.', 'a-dns.pl.', 'f-dns.pl.', 'b-dns.pl.', 'e-dns.pl.', 'c-dns.pl.'}"
"('ns22.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns91.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns31.nic.tr.'}"
"('ns31.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('ns91.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('ns92.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('ns41.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('ns21.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('ns42.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns61.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns91.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns31.nic.tr.'}"
"('lns5.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns21.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns34.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns35.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns22.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns42.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns41.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns91.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns31.nic.tr.'}"
"('lns92.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns42.nic.tr.', 'lns22.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns91.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('lns31.nic.tr.', 'com.tr')","{'lns61.nic.tr.', 'lns5.nic.tr.', 'lns21.nic.tr.', 'lns34.nic.tr.', 'lns35.nic.tr.', 'lns22.nic.tr.', 'lns42.nic.tr.', 'lns41.nic.tr.', 'lns92.nic.tr.', 'lns91.nic.tr.', 'lns31.nic.tr.'}"
"('g.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('e.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('d.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('i.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('b.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('j.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('k.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('l.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('h.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('f.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('m.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('c.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('a.root-servers.net', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('dns2.tld.tutby.com.', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('dns3.tld.tutby.com.', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('dns5.tld.tutby.com.', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('dns4.tld.tutby.com.', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('dns6.tld.tutby.com.', 'by')","{'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns5.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.'}"
"('g.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('e.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('d.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('i.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('b.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('j.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('k.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('l.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('h.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
"('f.root-servers.net', 'info')","{'a2.info.afilias-nst.info.', 'b0.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'a0.info.afilias-nst.info.', 'c0.info.afilias-nst.info.', 'b2.info.afilias-nst.org.'}"
