"(Server Name, Domain)",Servers known in domain
"('l.root-servers.net', 'college')","{'d.nic.college.', 'a.nic.college.', 'c.nic.college.', 'b.nic.college.'}"
"('frankfurt.tonic.to.', 'to')","{'colo.to.', 'singapore.tonic.to.', 'newyork.tonic.to.', 'frankfurt.tonic.to.', 'tonic.to.'}"
"('f.root-servers.net', 'realtor')","{'ac4.nstld.com.', 'ac2.nstld.com.', 'ac1.nstld.com.', 'ac3.nstld.com.'}"
"('k.root-servers.net', 'dz')","{'ns5.nic.dz.', 'ns1.nic.dz.', 'ns3.nic.fr.', 'ns4.nic.dz.', 'ns2.nic.dz.', 'ns-dz.afrinic.net.'}"
"('ns-ext.nic.cl.', 'com.es')","{'fnicdos.rediris.es.', 'sns-pb.isc.org.', 'g.nic.es.', 'n3ns.nic.es.', 'ns3.nic.mx.'}"
"('sn.cctld.authdns.ripe.net.', 'sn')","{'ns-sn.nic.fr.', 'ns.ucad.sn.', 'sn.cctld.authdns.ripe.net.', 'ns1.sonatel.sn.', 'censvrns0001.ird.fr.'}"
"('ns-ext.nic.cl.', 'cr')","{'ca2.nic.cr.', 'a.ns.cr.', 'ns-ext.nic.cl.', 'p.nic.cr.', 'a.lactld.org.', 'ca1.nic.cr.', 'ns3.nic.mx.', 'de.nic.cr.'}"
"('c.root-servers.net', 'so')","{'e.nic.so.', 'd.nic.so.'}"
"('k.root-servers.net', 'vu')","{'efate.vanuatu.com.vu.', 'ns1-cctld.vunic.vu.', 'santo.vanuatu.com.vu.', 'anytld.apnic.net.', 'ns2-cctld.vunic.vu.', 'fork.sth.dnsnode.net.', 'rip.psg.com.'}"
"('o.mx-ns.mx.', 'mx')","{'o.mx-ns.mx.', 'i.mx-ns.mx.', 'e.mx-ns.mx.', 'x.mx-ns.mx.', 'm.mx-ns.mx.', 'c.mx-ns.mx.'}"
"('d.gtld-servers.net.', 'fang.com')","{'ns1.soufun.com.', 'ns.soufun.com.', 'ns3.soufun.com.'}"
"('d.root-servers.net', 'gr')","{'gr-at.ics.forth.gr.', 'gr-d.ics.forth.gr.', 'estia.ics.forth.gr.', 'grdns.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'gr-m.ics.forth.gr.'}"
"('ns30.cdns.net.', 'com.my')","{'ns2.cuhk.edu.hk.', 'b1.mynic.my.', 'ns30.cdns.net.', 'b.mynic.net.my.'}"
"('m.root-servers.net', 'am')","{'ns-pri.nic.am.', 'ns-cdn.amnic.net.', 'sns-pb.isc.org.', 'ns-pch.amnic.net.', 'fork.sth.dnsnode.net.'}"
"('l.dns.py.', 'py')","{'p.dns.py.', 'l.dns.py.', 'c.dns.py.', 'u.dns.py.', 'b.dns.py.', 'm.dns.py.'}"
"('c.gtld-servers.net.', 'nba.com')","{'ns60.nba.com.', 'ns50.nba.com.', 'ns40.nba.com.'}"
"('f.root-servers.net', 'online')","{'d.nic.online.', 'c.nic.online.', 'b.nic.online.', 'a.nic.online.'}"
"('j.root-servers.net', 'th')","{'b.thains.co.th.', 'ns.thnic.net.', 'sfba.sns-pb.isc.org.', 'c.thains.co.th.', 'ams.sns-pb.isc.org.', 'a.thains.co.th.', 'p.thains.co.th.'}"
"('dns.inria.fr.', 'co.ma')","{'ns1.registre.ma.', 'ns3.registre.ma.', 'ns2.nic.fr.', 'ns4.registre.ma.', 'ns2.registre.ma.', 'dns.inria.fr.', 'sns-pb.isc.org.'}"
"('pch.rcp.pe.', 'pe')","{'SNS-PB.ISC.ORG.', 'PCH.RCP.PE.', 'PE1.DNSNODE.NET.', 'QUIPU.RCP.NET.PE.'}"
"('e.root-servers.net', 'sh')","{'c0.nic.sh.', 'a2.nic.sh.', 'ns-a3.sh.', 'b0.nic.sh.', 'ns-a1.sh.', 'a0.nic.sh.'}"
"('a.monic.mo.', 'gov.mo')","{'ns3.gov.mo.', 'ns2.gov.mo.', 'ns1.gov.mo.'}"
"('f.nic.es.', 'com.es')","{'fnicdos.rediris.es.', 'ns3.nic.mx.', 'g.nic.es.', 'n3ns.nic.es.', 'sns-pb.isc.org.'}"
"('f.root-servers.net', 'int')","{'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.', 'z.iana-servers.net.', 'ns0.ja.net.'}"
"('dns2.nic.uk.', 'co.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('ns5.nic.net.ng.', 'ng')","{'ns5.nic.net.ng.', 'ns1.nic.net.ng.', 'ns2.nic.net.ng.', 'nsa.nic.net.ng.'}"
"('l.nic.dk.', 'dk')","{'b.nic.dk.', 'p.nic.dk.', 'c.nic.dk.', 's.nic.dk.', 'l.nic.dk.', 'a.nic.dk.'}"
"('g.dns.pt.', 'pt')","{'ns.dns.br.', 'ns2.nic.fr.', 'f.dns.pt.', 'c.dns.pt.', 'e.dns.pt.', 'a.dns.pt.', 'g.dns.pt.', 'sns-pb.isc.org.', 'b.dns.pt.', 'd.dns.pt.'}"
"('g.root-servers.net', 'com')","{'e.gtld-servers.net.', 'c.gtld-servers.net.', 'd.gtld-servers.net.', 'k.gtld-servers.net.', 'h.gtld-servers.net.', 'j.gtld-servers.net.', 'g.gtld-servers.net.', 'f.gtld-servers.net.', 'b.gtld-servers.net.', 'a.gtld-servers.net.', 'm.gtld-servers.net.', 'l.gtld-servers.net.', 'i.gtld-servers.net.'}"
"('ns3.sina.com.cn.', 'sina.com.cn')","{'ns2.sina.com.cn.', 'ns1.sina.com.cn.', 'ns4.sina.com.cn.', 'ns3.sina.com.cn.'}"
"('l.root-servers.net', 'cash')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('m.root-servers.net', 'sg')","{'dsany3.sgnic.sg.', 'dsany.sgnic.sg.', 'dsany2.sgnic.sg.', 'ns2.cuhk.edu.hk.', 'ns4.apnic.net.', 'sg-ns.anycast.pch.net.'}"
"('ns3.nic.mx.', 'uy')","{'ns.dns.br.', 'ns1.anteldata.com.uy.', 'a.nic.uy.', 'ns2.anteldata.com.uy.', 'd.nic.uy.', 'sns-pb.isc.org.', 'ns3.nic.mx.', 'b.nic.uy.'}"
"('b.root-servers.net', 'hu')","{'ns2.nic.fr.', 'd.hu.', 'b.hu.', 'e.hu.', 'c.hu.', 'a.hu.', 'ns-com.nic.hu.'}"
"('dns3.nic.uk.', 'sch.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('l.root-servers.net', 'lu')","{'k.dns.lu.', 'j.dns.lu.', 'p.dns.lu.', 'i.dns.lu.', 'ns1.dns.lu.', 'g.dns.lu.'}"
"('ns.nic.bo.', 'bo')","{'ns2.nic.fr.', 'ns.dns.br.', 'ns.nic.bo.', 'anycast.ns.nic.bo.'}"
"('e.root-servers.net', 'no')","{'njet.norid.no.', 'x.nic.no.', 'z.nic.no.', 'not.norid.no.', 'i.nic.no.', 'y.nic.no.'}"
"('a.dns.br.', 'gov.br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('ns41.nic.tr.', 'edu.tr')","{'lns42.nic.tr.', 'lns5.nic.tr.', 'lns22.nic.tr.', 'lns21.nic.tr.', 'lns41.nic.tr.'}"
"('demand.delta.aridns.net.au.', 'report')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('m.root-servers.net', 'la')","{'ns4.nic.la.', 'ns2.nic.la.', 'ns1.nic.la.', 'ns3.nic.la.'}"
"('b.dns.ripn.net.', 'ok.ru')","{'ns2.ok.ru.', 'ns1.ok.ru.', 'ns3.ok.ru.'}"
"('j.gtld-servers.net.', 'pinterest.com')","{'ns2.pinterest.com.', 'ns7.pinterest.com.', 'ns6.pinterest.com.', 'ns5.pinterest.com.', 'ns8.pinterest.com.', 'ns3.pinterest.com.', 'ns1.pinterest.com.', 'ns4.pinterest.com.'}"
"('b.root-servers.net', 'moe')","{'ns5.dns.nic.moe.', 'ns3.dns.nic.moe.', 'ns6.dns.nic.moe.', 'ns4.dns.nic.moe.', 'ns1.dns.nic.moe.', 'ns2.dns.nic.moe.'}"
"('d.root-servers.net', 'cz')","{'c.ns.nic.cz.', 'b.ns.nic.cz.', 'a.ns.nic.cz.', 'd.ns.nic.cz.'}"
"('g.root-servers.net', 'ch')","{'f.nic.ch.', 'b.nic.ch.', 'd.nic.ch.', 'c.nic.ch.', 'e.nic.ch.', 'a.nic.ch.', 'h.nic.ch.', 'g.nic.ch.'}"
"('a.root-servers.net', 'pw')","{'ns2.nic.pw.', 'ns3.nic.pw.', 'ns4.nic.pw.', 'ns1.nic.pw.'}"
"('ns2.nic.net.sa.', 'sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('b2.info.afilias-nst.org.', 'info')","{'b0.info.afilias-nst.org.', 'b2.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'c0.info.afilias-nst.info.', 'a2.info.afilias-nst.info.', 'a0.info.afilias-nst.info.'}"
"('e.gtld-servers.net.', 'naver.com')","{'ns2.naver.com.', 'ns1.naver.com.'}"
"('l.de.net.', 'de')","{'l.de.net.', 's.de.net.', 'z.nic.de.', 'f.nic.de.', 'n.de.net.', 'a.nic.de.'}"
"('i.gtld-servers.net.', 'google.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('l.gtld-servers.net.', 'youtube.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('frcu.eun.eg.', 'com.eg')","{'FRCU.EUN.EG.', 'FRCU.eun.eg.', 'RIP.PSG.COM.'}"
"('i.root-servers.net', 'ru')","{'a.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.', 'd.dns.ripn.net.', 'e.dns.ripn.net.'}"
"('ns2.cuhk.edu.hk.', 'sg')","{'DSANY.SGNIC.SG.', 'NS2.CUHK.EDU.HK.', 'DSANY3.SGNIC.SG.', 'NS4.APNIC.NET.', 'SG-NS.ANYCAST.PCH.NET.', 'DSANY2.SGNIC.SG.'}"
"('l.root-servers.net', 'top')","{'j.zdnscloud.com.', 'f.zdnscloud.com.', 'd.zdnscloud.com.', 'i.zdnscloud.com.', 'b.zdnscloud.com.', 'a.zdnscloud.com.', 'c.zdnscloud.com.', 'g.zdnscloud.com.'}"
"('g.root-servers.net', 'bo')","{'ns2.nic.fr.', 'ns.dns.br.', 'ns.nic.bo.', 'anycast.ns.nic.bo.'}"
"('b.root-servers.net', 'ma')","{'ns1.registre.ma.', 'ns3.registre.ma.', 'ns4.registre.ma.', 'ns2.nic.fr.', 'ns2.registre.ma.', 'dns.inria.fr.', 'sns-pb.isc.org.'}"
"('ns3.p31.dynect.net.', 'ssl-images-amazon.com')","{'ns3.p31.dynect.net.', 'ns1.p31.dynect.net.', 'pdns6.ultradns.co.uk.', 'ns4.p31.dynect.net.', 'ns2.p31.dynect.net.', 'pdns1.ultradns.net.'}"
"('i.root-servers.net', 'lt')","{'b.tld.lt.', 'e.tld.lt.', 'a.tld.lt.', 'd.tld.lt.', 'f.tld.lt.', 'c.tld.lt.'}"
"('ns4.ja.net.', 'gov.uk')","{'auth50.ns.de.uu.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'ns3.ja.net.', 'ns0.ja.net.', 'ns2.ja.net.', 'auth00.ns.de.uu.net.'}"
"('f.root-servers.net', 'to')","{'colo.to.', 'singapore.tonic.to.', 'newyork.tonic.to.', 'frankfurt.tonic.to.', 'tonic.to.'}"
"('f.root-servers.net', 'name')","{'ac4.nstld.com.', 'ac2.nstld.com.', 'ac1.nstld.com.', 'ac3.nstld.com.'}"
"('b2.org.afilias-nst.org.', 'org')","{'a2.org.afilias-nst.info.', 'c0.org.afilias-nst.info.', 'd0.org.afilias-nst.org.', 'b0.org.afilias-nst.org.', 'a0.org.afilias-nst.info.', 'b2.org.afilias-nst.org.'}"
"('b.dns.jp.', 'ac.jp')",{'z.dns.jp.'}
"('m.root-servers.net', 'cr')","{'ca2.nic.cr.', 'a.ns.cr.', 'ns-ext.nic.cl.', 'p.nic.cr.', 'a.lactld.org.', 'ca1.nic.cr.', 'ns3.nic.mx.', 'de.nic.cr.'}"
"('m.root-servers.net', 'vip')","{'dns1.nic.vip.', 'dnsc.nic.vip.', 'dnsb.nic.vip.', 'dns3.nic.vip.', 'dnsd.nic.vip.', 'dns4.nic.vip.', 'dnsa.nic.vip.', 'dns2.nic.vip.'}"
"('d0.cctld.afilias-nst.org.', 'vc')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('c.root-servers.net', 'to')","{'colo.to.', 'singapore.tonic.to.', 'newyork.tonic.to.', 'frankfurt.tonic.to.', 'tonic.to.'}"
"('e.dns.ripn.net.', 'ru')","{'a.dns.ripn.net.', 'e.dns.ripn.net.', 'd.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('i.root-servers.net', 'cat')","{'anyc1.irondns.net.', 'nsc.nic.de.', 'cat.pch.net.', 'ns1.nic.es.', 'ns.nic.cat.', 'switch.nic.cat.', 'sns-pb.isc.org.'}"
"('d.gtld-servers.net.', 'youtube.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('b.root-servers.net', 'scot')","{'anycast10.irondns.net.', 'anycast9.irondns.net.', 'anycast23.irondns.net.', 'anycast24.irondns.net.'}"
"('g.root-servers.net', 'cat')","{'anyc1.irondns.net.', 'nsc.nic.de.', 'cat.pch.net.', 'ns1.nic.es.', 'ns.nic.cat.', 'switch.nic.cat.', 'sns-pb.isc.org.'}"
"('g.root-servers.net', 'in')","{'c0.in.afilias-nst.info.', 'a0.in.afilias-nst.info.', 'a1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'b0.in.afilias-nst.org.', 'a2.in.afilias-nst.info.'}"
"('j.root-servers.net', 'zw')","{'ns1.telone.co.zw.', 'ns2.telone.co.zw.', 'ns1.liquidtelecom.net.', 'ns2.liquidtelecom.net.'}"
"('d.root-servers.net', 'in')","{'c0.in.afilias-nst.info.', 'a0.in.afilias-nst.info.', 'a1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'b0.in.afilias-nst.org.', 'a2.in.afilias-nst.info.'}"
"('cu.cctld.authdns.ripe.net.', 'cu')","{'ns.dns.br.', 'cu.cctld.authdns.ripe.net.', 'ns.ceniai.net.cu.', 'rip.psg.com.', 'ns2.ceniai.net.cu.', 'ns2.gip.net.'}"
"('anycast.eahd.or.ug.', 'ug')","{'root.eahd.or.ug.', 'ns-ug.afrinic.net.', 'ns.icann.org.', 'anycast.eahd.or.ug.'}"
"('a2.in.afilias-nst.info.', 'ac.in')","{'a0.cctld.afilias-nst.info.', 'a1.in.afilias-nst.in.', 'b1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('nsb.ns.il.', 'gov.il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'dns3.gov.il.', 'ns3.ns.il.'}"
"('b.au.', 'gov.au')","{'q.au.', 'r.au.', 't.au.', 's.au.'}"
"('c.root-servers.net', 'sn')","{'ns-sn.nic.fr.', 'ns.ucad.sn.', 'sn.cctld.authdns.ripe.net.', 'ns1.sonatel.sn.', 'censvrns0001.ird.fr.'}"
"('d.au.', 'edu.au')","{'q.au.', 'r.au.', 't.au.', 's.au.'}"
"('ns1.google.com.', 'google.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('e.root-servers.net', 'fr')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.', 'd.ext.nic.fr.', 'e.ext.nic.fr.'}"
"('h.root-servers.net', 'gr')","{'gr-at.ics.forth.gr.', 'gr-d.ics.forth.gr.', 'estia.ics.forth.gr.', 'grdns.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'gr-m.ics.forth.gr.'}"
"('ns2.ns.il.', 'co.il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'ns3.ns.il.'}"
"('sns-pb.isc.org.', 'com.pe')","{'SNS-PB.ISC.ORG.', 'PE1.DNSNODE.NET.', 'PCH.RCP.PE.', 'QUIPU.RCP.NET.PE.'}"
"('h.root-servers.net', 'fm')","{'tld2.ultradns.net.', 'tld1.ultradns.net.', 'tld6.ultradns.co.uk.', 'tld4.ultradns.org.', 'tld5.ultradns.info.', 'tld3.ultradns.org.'}"
"('i.root-servers.net', 'ke')","{'ns2.dns.business.', 'mzizi.kenic.or.ke.', 'kenic.anycastdns.cz.', 'ns-ke.afrinic.net.', 'ns.anycast.kenic.or.ke.'}"
"('b.dns.cn.', 'com.cn')","{'cns.cernet.net.', 'd.dns.cn.', 'b.dns.cn.', 'e.dns.cn.', 'f.dns.cn.', 'g.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('m.root-servers.net', 'pro')","{'b0.pro.afilias-nst.org.', 'd0.pro.afilias-nst.org.', 'a0.pro.afilias-nst.info.', 'a2.pro.afilias-nst.info.', 'b2.pro.afilias-nst.org.', 'c0.pro.afilias-nst.info.'}"
"('e.twnic.net.tw.', 'org.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('c.gtld-servers.net.', 'globalsign.com')","{'dns2.p07.nsone.net.', 'dns4.p07.nsone.net.', 'dns1.p07.nsone.net.', 'dns3.p07.nsone.net.'}"
"('f.root-servers.net', 'cz')","{'c.ns.nic.cz.', 'b.ns.nic.cz.', 'a.ns.nic.cz.', 'd.ns.nic.cz.'}"
"('a.au.', 'org.au')","{'q.au.', 's.au.', 't.au.', 'r.au.'}"
"('ns1.cctv.com.', 'cctv.com')","{'ns5.cctv.com.', 'ns4.cctv.com.', 'ns1.cctv.com.', 'ns2.cctv.com.'}"
"('pch.gt.', 'com.gt')","{'ns.dns.br.', 'a.lactld.org.', 'sns-pb.isc.org.', 'pch.gt.', 'ns3.nic.mx.'}"
"('demand.delta.aridns.net.au.', 'live')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('demand.gamma.aridns.net.au.', 'report')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('c.mx-ns.mx.', 'mx')","{'o.mx-ns.mx.', 'i.mx-ns.mx.', 'e.mx-ns.mx.', 'x.mx-ns.mx.', 'm.mx-ns.mx.', 'c.mx-ns.mx.'}"
"('m.root-servers.net', 'cx')","{'ns.anycast.nic.cx.', 'ns.cocca.fr.'}"
"('c-dns.pl.', 'edu.pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('m.root-servers.net', 'site')","{'a.nic.site.', 'd.nic.site.', 'b.nic.site.', 'c.nic.site.'}"
"('v.hkirc.net.hk.', 'com.hk')","{'w.hkirc.net.hk.', 'v.hkirc.net.hk.', 'z.hkirc.net.hk.', 'd.hkirc.net.hk.', 'y.hkirc.net.hk.', 't.hkirc.net.hk.', 'u.hkirc.net.hk.', 'c.hkirc.net.hk.', 'x.hkirc.net.hk.'}"
"('a.ns.nu.', 'nu')","{'c.ns.nu.', 'a.ns.nu.', 'b.ns.nu.', 'z.ns.nu.', 'y.ns.nu.', 'd.ns.nu.'}"
"('nsd.nic.uk.', 'nike-airmax90.uk')",{'dns1.nic.uk.'}
"('e.dns.id.', 'ac.id')","{'c.dns.id.', 'b.dns.id.', 'd.dns.id.', 'e.dns.id.'}"
"('m.root-servers.net', 'br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('lns22.nic.tr.', 'gov.tr')","{'lns41.nic.tr.', 'lns5.nic.tr.', 'lns22.nic.tr.', 'lns21.nic.tr.', 'lns42.nic.tr.'}"
"('l.root-servers.net', 'ly')","{'dns.lttnet.net.', 'phloem.uoregon.edu.', 'pch.ltt.ly.', 'dns1.lttnet.net.', 'ns-ly.afrinic.net.'}"
"('e.dns.cn.', 'chinatax.gov.cn')","{'ns1.cdns.cn.', 'ns3.cdns.cn.', 'ns2.cdns.cn.'}"
"('k.root-servers.net', 'live')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('ns1.liquidtelecom.net.', 'zw')","{'ns1.telone.co.zw.', 'ns2.liquidtelecom.net.', 'ns2.telone.co.zw.', 'ns1.liquidtelecom.net.'}"
"('m.root-servers.net', 'cash')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('c.dns.py.', 'py')","{'p.dns.py.', 'l.dns.py.', 'u.dns.py.', 'b.dns.py.', 'c.dns.py.', 'm.dns.py.'}"
"('k.gtld-servers.net.', 'pinterest.com')","{'ns2.pinterest.com.', 'ns7.pinterest.com.', 'ns6.pinterest.com.', 'ns5.pinterest.com.', 'ns8.pinterest.com.', 'ns3.pinterest.com.', 'ns1.pinterest.com.', 'ns4.pinterest.com.'}"
"('b2.org.afilias-nst.org.', 'drupal.org')","{'ns0.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.'}"
"('m.root-servers.net', 'tw')","{'f.dns.tw.', 'ns.twnic.net.', 'b.dns.tw.', 'anytld.apnic.net.', 'a.dns.tw.', 'g.dns.tw.', 'e.dns.tw.', 'i.dns.tw.', 'd.dns.tw.', 'h.dns.tw.', 'c.dns.tw.'}"
"('k.root-servers.net', 'lt')","{'f.tld.lt.', 'b.tld.lt.', 'e.tld.lt.', 'd.tld.lt.', 'a.tld.lt.', 'c.tld.lt.'}"
"('ci.hosting.nic.fr.', 'ci')","{'ns1.nic.ci.', 'ci.hosting.nic.fr.', 'ns-ci.afrinic.net.', 'ns.nic.ci.', 'phloem.uoregon.edu.', 'censvrns0001.ird.fr.', 'any.nic.ci.'}"
"('ns2.usda.gov.', 'nass.usda.gov')","{'ns2.usda.gov.', 'ns1.usda.gov.'}"
"('h.root-servers.net', 'za')","{'za-ns.anycast.pch.net.', 'nsza.is.co.za.', 'za1.dnsnode.net.', 'sns-pb.isc.org.'}"
"('ns4.apnic.net.', 'sg')","{'DSANY.SGNIC.SG.', 'NS2.CUHK.EDU.HK.', 'DSANY3.SGNIC.SG.', 'NS4.APNIC.NET.', 'SG-NS.ANYCAST.PCH.NET.', 'DSANY2.SGNIC.SG.'}"
"('k.gtld-servers.net.', 'godaddy.com')","{'a11-64.akam.net.', 'a9-67.akam.net.', 'a6-66.akam.net.', 'cns1.godaddy.com.', 'cns3.godaddy.com.', 'cns2.godaddy.com.', 'a8-67.akam.net.', 'a1-245.akam.net.', 'a20-65.akam.net.'}"
"('d.root-servers.net', 'th')","{'b.thains.co.th.', 'ns.thnic.net.', 'sfba.sns-pb.isc.org.', 'c.thains.co.th.', 'ams.sns-pb.isc.org.', 'a.thains.co.th.', 'p.thains.co.th.'}"
"('k.root-servers.net', 'ae')","{'sec3.apnic.net.', 'sns-pb.isc.org.', 'ns1.aedns.ae.', 'nsext-pch.aedns.ae.', 'ns2.aedns.ae.'}"
"('f.root-servers.net', 'in')","{'c0.in.afilias-nst.info.', 'a0.in.afilias-nst.info.', 'a1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'b0.in.afilias-nst.org.', 'a2.in.afilias-nst.info.'}"
"('a0.cctld.afilias-nst.info.', 'bz')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('ns5.dns.nic.bid.', 'bid')","{'ns3.dns.nic.bid.', 'ns2.dns.nic.bid.', 'ns6.dns.nic.bid.', 'ns4.dns.nic.bid.', 'ns5.dns.nic.bid.', 'ns1.dns.nic.bid.'}"
"('a.root-servers.net', 'my')","{'ns-my.nic.fr.', 'ns2.cuhk.edu.hk.', 'a1.mynic.my.', 'a.mynic.net.my.', 'ns30.cdns.net.'}"
"('dns6.tld.tutby.com.', 'by')","{'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.', 'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns5.tld.tutby.com.'}"
"('c.nic.ch.', 'ch')","{'f.nic.ch.', 'b.nic.ch.', 'c.nic.ch.', 'g.nic.ch.', 'e.nic.ch.', 'a.nic.ch.', 'h.nic.ch.', 'd.nic.ch.'}"
"('h.root-servers.net', 'vn')","{'a.dns-servers.vn.', 'b.dns-servers.vn.', 'd.dns-servers.vn.', 'f.dns-servers.vn.', 'e.dns-servers.vn.', 'g.dns-servers.vn.', 'c.dns-servers.vn.'}"
"('l.gtld-servers.net.', 'jd.com')","{'ns2.jdcache.com.', 'ns3.jdcache.com.', 'ns4.jdcache.com.', 'ns1.jdcache.com.'}"
"('ns6.dns.nic.bid.', 'bid')","{'ns3.dns.nic.bid.', 'ns2.dns.nic.bid.', 'ns6.dns.nic.bid.', 'ns4.dns.nic.bid.', 'ns5.dns.nic.bid.', 'ns1.dns.nic.bid.'}"
"('ns.cocca.fr.', 'af')","{'ns.anycast.nic.af.', 'ns.coccaregistry.org.', 'ns.cocca.fr.'}"
"('l.root-servers.net', 'eu')","{'z.dns.eu.', 'nl.dns.eu.', 'cz.dns.eu.', 'y.dns.eu.', 'x.dns.eu.', 'uk.dns.eu.', 'si.dns.eu.'}"
"('l.root-servers.net', 'la')","{'ns4.nic.la.', 'ns3.nic.la.', 'ns1.nic.la.', 'ns2.nic.la.'}"
"('d.gtld-servers.net.', 'nba.com')","{'ns60.nba.com.', 'ns50.nba.com.', 'ns40.nba.com.'}"
