"(Server Name, Domain)",Servers known in domain
"('j.root-servers.net', 'va')","{'osiris.namex.it.', 'seth.namex.it.', 'dns.nic.it.', 'john.vatican.va.', 'michael.vatican.va.', 'va.cctld.authdns.ripe.net.'}"
"('dns3.nic.uk.', 'mod.uk')","{'ns1.cs.ucl.ac.uk.', 'ns2.mod.uk.', 'ns1.mod.uk.'}"
"('za-ns.anycast.pch.net.', 'co.za')","{'ns2.dns.business.', 'ns3.iafrica.com.', 'ns.coza.net.za.', 'ns0.is.co.za.', 'coza1.dnsnode.net.'}"
"('l.root-servers.net', 'am')","{'ns-pri.nic.am.', 'ns-cdn.amnic.net.', 'sns-pb.isc.org.', 'ns-pch.amnic.net.', 'fork.sth.dnsnode.net.'}"
"('demand.gamma.aridns.net.au.', 'ninja')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('dns1.lttnet.net.', 'ly')","{'dns.lttnet.net.', 'phloem.uoregon.edu.', 'pch.ltt.ly.', 'dns1.lttnet.net.', 'ns-ly.afrinic.net.'}"
"('m.gtld-servers.net.', 'cctv.com')","{'ns5.cctv.com.', 'ns4.cctv.com.', 'ns1.cctv.com.', 'ns2.cctv.com.'}"
"('k.root-servers.net', 'ci')","{'ns1.nic.ci.', 'ci.hosting.nic.fr.', 'ns-ci.afrinic.net.', 'ns.nic.ci.', 'phloem.uoregon.edu.', 'censvrns0001.ird.fr.', 'any.nic.ci.'}"
"('l.root-servers.net', 'sn')","{'ns-sn.nic.fr.', 'ns.ucad.sn.', 'sn.cctld.authdns.ripe.net.', 'ns1.sonatel.sn.', 'censvrns0001.ird.fr.'}"
"('dns3.nic.uk.', 'ac.uk')","{'auth03.ns.uu.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'ns0.ja.net.', 'ns2.ja.net.'}"
"('c0.org.afilias-nst.info.', 'drupal.org')","{'ns0.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.'}"
"('m.root-servers.net', 'lv')","{'d.nic.lv.', 'sunic.sunet.se.', 'a.nic.lv.', 'b.nic.lv.', 'c.nic.lv.'}"
"('pdns120.ultradns.com.', 'engadget.com')","{'ns1.p132.dynect.net.', 'pdns120.ultradns.org.', 'ns3.p132.dynect.net.', 'pdns120.ultradns.biz.', 'pdns120.ultradns.net.', 'ns2.p132.dynect.net.', 'ns4.p132.dynect.net.', 'pdns120.ultradns.com.'}"
"('f.root-servers.net', 'zw')","{'ns1.telone.co.zw.', 'ns2.telone.co.zw.', 'ns1.liquidtelecom.net.', 'ns2.liquidtelecom.net.'}"
"('b.dns.tw.', 'com.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('f.nic.de.', 'adtech.de')","{'pdns160.ultradns.org.', 'pdns160.ultradns.net.', 'pdns160.ultradns.biz.', 'pdns160.ultradns.com.'}"
"('sns-pb.isc.org.', 'com.uy')","{'ns2.anteldata.com.uy.', 'ns1.anteldata.com.uy.', 'seciu.edu.uy.'}"
"('t.au.', 'org.au')","{'q.au.', 's.au.', 't.au.', 'r.au.'}"
"('g.root-servers.net', 'jo')","{'amra.nic.gov.jo.', 'jo.cctld.authdns.ripe.net.', 'rip.psg.com.', 'jordan1st.nic.gov.jo.', 'petra.nic.gov.jo.'}"
"('dns4.nic.uk.', 'sch.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('f.gtld-servers.net.', 'youtube.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('d.root-servers.net', 'ro')","{'sec-dns-b.rotld.ro.', 'sec-dns-a.rotld.ro.', 'primary.rotld.ro.', 'dns-ro.denic.de.', 'dns-at.rotld.ro.', 'sns-pb.isc.org.'}"
"('e.gtld-servers.net.', 'ssl-images-amazon.com')","{'ns3.p31.dynect.net.', 'ns1.p31.dynect.net.', 'ns4.p31.dynect.net.', 'pdns6.ultradns.co.uk.', 'ns2.p31.dynect.net.', 'pdns1.ultradns.net.'}"
"('tonic.to.', 'to')","{'tonic.to.', 'colo.to.', 'singapore.tonic.to.', 'newyork.tonic.to.', 'frankfurt.tonic.to.'}"
"('e.root-servers.net', 'mu')","{'udns2.tld.mu.', 'anycast1.irondns.net.', 'udns1.tld.mu.', 'fork.sth.dnsnode.net.'}"
"('f.root-servers.net', 'lk')","{'p.nic.lk.', 'm.nic.lk.', 't.nic.lk.', 'l.nic.lk.', 'd.nic.lk.', 'pendragon.cs.purdue.edu.', 'c.nic.lk.', 'ns1.ac.lk.'}"
"('c.root-servers.net', 'sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('i.root-servers.net', 'sk')","{'a.tld.sk.', 'e.tld.sk.', 'f.tld.sk.', 'c.tld.sk.', 'b.tld.sk.', 'h.tld.sk.', 'g.tld.sk.'}"
"('j.root-servers.net', 'bid')","{'ns3.dns.nic.bid.', 'ns2.dns.nic.bid.', 'ns6.dns.nic.bid.', 'ns4.dns.nic.bid.', 'ns5.dns.nic.bid.', 'ns1.dns.nic.bid.'}"
"('l.root-servers.net', 'realtor')","{'ac4.nstld.com.', 'ac2.nstld.com.', 'ac1.nstld.com.', 'ac3.nstld.com.'}"
"('j.root-servers.net', 'id')","{'c.dns.id.', 'b.dns.id.', 'e.dns.id.', 'ns4.apnic.net.', 'd.dns.id.'}"
"('i.root-servers.net', 'ht')","{'charles.cdec.polymtl.ca.', 'ns3.nic.fr.', 'ns.cocca.fr.', 'ht-ns.anycast.pch.net.'}"
"('j.root-servers.net', 'us')","{'e.cctld.us.', 'f.cctld.us.', 'a.cctld.us.', 'c.cctld.us.', 'b.cctld.us.', 'k.cctld.us.'}"
"('ns3.cctld.co.', 'edu.co')",{'ns1.cctld.co.'}
"('ns4.google.com.', 'google.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('i.root-servers.net', 'ge')","{'ns2.nic.fr.', 'ge.hostmaster.ua.', 'ns.uu.net.', 'ns.nic.ge.'}"
"('j.ns.se.', 'se')","{'i.ns.se.', 'a.ns.se.', 'j.ns.se.', 'c.ns.se.', 'y.ns.se.', 'g.ns.se.', 'z.ns.se.', 'f.ns.se.', 'b.ns.se.', 'x.ns.se.'}"
"('a.au.', 'edu.au')","{'q.au.', 'r.au.', 't.au.', 's.au.'}"
"('i.root-servers.net', 'hu')","{'ns2.nic.fr.', 'd.hu.', 'e.hu.', 'b.hu.', 'c.hu.', 'a.hu.', 'ns-com.nic.hu.'}"
"('s.nic.net.sa.', 'edu.sa')","{'sa1.dnsnode.net.', 'ns1.isu.net.sa.', 'ns1.nic.net.sa.', 'ns2.nic.net.sa.', 's.nic.net.sa.', 'sa-ns.anycast.pch.net.', 's2.nic.net.sa.'}"
"('f.dns.br.', 'cnpq.br')","{'dns1.cnpq.br.', 'dns2.cnpq.br.'}"
"('c.root-servers.net', 'icu')","{'d.nic.icu.', 'a.nic.icu.', 'c.nic.icu.', 'b.nic.icu.'}"
"('seciu.edu.uy.', 'com.uy')","{'ns2.anteldata.com.uy.', 'ns1.anteldata.com.uy.', 'seciu.edu.uy.'}"
"('ban.junis.ni.ac.rs.', 'ac.rs')","{'ns.rcub.bg.ac.rs.', 'ns2.iif.hu.', 'gaea.rcub.bg.ac.rs.', 'ns.etf.bg.ac.rs.', 'ns.unic.kg.ac.rs.', 'ban.junis.ni.ac.rs.', 'odisej.telekom.rs.', 'ns1.uns.ac.rs.'}"
"('a.root-servers.net', 'ir')","{'ns5.univie.ac.at.', 'a.nic.ir.', 'b.nic.ir.', 'ir.cctld.authdns.ripe.net.'}"
"('b2.xxx.afilias-nst.org.', 'xxx')","{'b2.xxx.afilias-nst.org.', 'd0.xxx.afilias-nst.org.', 'a2.xxx.afilias-nst.info.', 'b0.xxx.afilias-nst.org.', 'a0.xxx.afilias-nst.info.', 'c0.xxx.afilias-nst.info.'}"
"('b2.cctld.afilias-nst.org.', 'ag')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('d.root-servers.net', 'il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'ns3.ns.il.'}"
"('dns2.nic.uk.', 'org.uk')","{'dns2.nic.uk.', 'nsb.nic.uk.', 'nsc.nic.uk.', 'dns3.nic.uk.', 'dns4.nic.uk.', 'dns1.nic.uk.', 'nsa.nic.uk.', 'nsd.nic.uk.'}"
"('ns.dns.br.', 'gt')","{'ns.dns.br.', 'a.lactld.org.', 'a.LACTLD.ORG.', 'pch.gt.', 'sns-pb.isc.org.', 'ns3.nic.mx.'}"
"('i.root-servers.net', 'lb')","{'ns1.dns.aq.', 'zeina.aub.edu.lb.', 'rip.psg.com.', 'fork.sth.dnsnode.net.'}"
"('e.root-servers.net', 'museum')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.'}"
"('dns4.p07.nsone.net.', 'globalsign.com')","{'dns2.p07.nsone.net.', 'dns4.p07.nsone.net.', 'dns1.p07.nsone.net.', 'dns3.p07.nsone.net.'}"
"('f.root-servers.net', 'be')","{'y.ns.dns.be.', 'd.ns.dns.be.', 'c.ns.dns.be.', 'b.ns.dns.be.', 'a.ns.dns.be.', 'x.ns.dns.be.'}"
"('sns-pb.isc.org.', 'gy')","{'gy-ns.anycast.pch.net.', 'ns.cocca.fr.', 'sns-pb.isc.org.'}"
"('m.root-servers.net', 'th')","{'b.thains.co.th.', 'ns.thnic.net.', 'sfba.sns-pb.isc.org.', 'c.thains.co.th.', 'ams.sns-pb.isc.org.', 'a.thains.co.th.', 'p.thains.co.th.'}"
"('g.root-servers.net', 'hr')","{'pch.carnet.hr.', 'hr-ns-1.carnet.hr.', 'sns-pb.isc.org.'}"
"('f.root-servers.net', 'ru')","{'a.dns.ripn.net.', 'e.dns.ripn.net.', 'd.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('b.dns.br.', 'edu.br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('h.root-servers.net', 'dz')","{'ns5.nic.dz.', 'ns1.nic.dz.', 'ns3.nic.fr.', 'ns4.nic.dz.', 'ns2.nic.dz.', 'ns-dz.afrinic.net.'}"
"('h.root-servers.net', 'ninja')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('d.root-servers.net', 'ovh')","{'d.nic.fr.', 'g.ext.nic.fr.', 'f.ext.nic.fr.'}"
"('a.root-servers.net', 'gl')","{'a.nuuk.nic.gl.', 'b.gl.dyntld.net.', 'd.nic.gl.', 'a.gl.dyntld.net.'}"
"('l.root-servers.net', 'cc')","{'ac4.nstld.com.', 'ac2.nstld.com.', 'ac1.nstld.com.', 'ac3.nstld.com.'}"
"('i.root-servers.net', 'ec')","{'a.lactld.org.', 'n2.nic.ec.', 'n3.dns.ec.', 'sns-pb.isc.org.'}"
"('f.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('h.root-servers.net', 'ai')","{'ns2.offshore.ai.', 'pch.whois.ai.', 'ns.cocca.fr.', 'ns1.pair.com.', 'whois.ai.'}"
"('m.root-servers.net', 'cn')","{'ns.cernet.net.', 'd.dns.cn.', 'b.dns.cn.', 'e.dns.cn.', 'f.dns.cn.', 'g.dns.cn.', 'c.dns.cn.', 'a.dns.cn.'}"
"('d.root-servers.net', 'ly')","{'dns.lttnet.net.', 'phloem.uoregon.edu.', 'pch.ltt.ly.', 'dns1.lttnet.net.', 'ns-ly.afrinic.net.'}"
"('f.root-servers.net', 'tt')","{'ripe.nic.tt.', 'ns3.nic.mx.', 'sns-pb.isc.org.', 'pch.nic.tt.'}"
"('ns2.nic.fr.', 'co.ma')","{'ns1.registre.ma.', 'ns3.registre.ma.', 'ns2.nic.fr.', 'ns4.registre.ma.', 'ns2.registre.ma.', 'dns.inria.fr.', 'sns-pb.isc.org.'}"
"('c.au.', 'au')","{'t.au.', 'b.au.', 'c.au.', 'q.au.', 'd.au.', 's.au.', 'u.au.', 'v.au.', 'a.au.', 'r.au.'}"
"('b.gtld-servers.net.', 'here.com')","{'dns1.p09.nsone.net.', 'ns04.heredns.com.', 'pdns2.ultradns.net.', 'pdns4.ultradns.org.', 'dns4.p09.nsone.net.', 'ns01.heredns.com.', 'dns2.p09.nsone.net.', 'ns02.heredns.com.', 'ns03.heredns.com.', 'dns3.p09.nsone.net.', 'pdns1.ultradns.net.', 'pdns3.ultradns.org.'}"
"('a.root-servers.net', 'hu')","{'ns2.nic.fr.', 'd.hu.', 'b.hu.', 'e.hu.', 'c.hu.', 'a.hu.', 'ns-com.nic.hu.'}"
"('e.root-servers.net', 'il')","{'ilns.ilan.net.il.', 'nse.ns.il.', 'nsa.ns.il.', 'lookup.iucc.ac.il.', 'ns2.ns.il.', 'ns1.ns.il.', 'sns-pb.isc.org.', 'nsb.ns.il.', 'ns3.ns.il.'}"
"('g.dns.jp.', 'or.jp')",{'z.dns.jp.'}
"('nsa.nic.uk.', 'ac.uk')","{'auth03.ns.uu.net.', 'ns1.surfnet.nl.', 'ns4.ja.net.', 'dns-3.dfn.de.', 'ns3.ja.net.', 'ns0.ja.net.', 'ns2.ja.net.'}"
"('b.root-servers.net', 'io')","{'ns-a1.io.', 'b0.nic.io.', 'a2.nic.io.', 'a0.nic.io.', 'ns-a3.io.', 'c0.nic.io.'}"
"('b.root-servers.net', 'sh')","{'c0.nic.sh.', 'a2.nic.sh.', 'ns-a3.sh.', 'b0.nic.sh.', 'ns-a1.sh.', 'a0.nic.sh.'}"
"('l.root-servers.net', 'gov')","{'d.gov-servers.net.', 'a.gov-servers.net.', 'b.gov-servers.net.', 'c.gov-servers.net.'}"
"('e.dns.tw.', 'tw')","{'f.dns.tw.', 'b.dns.tw.', 'ns.twnic.net.', 'anytld.apnic.net.', 'a.dns.tw.', 'g.dns.tw.', 'e.dns.tw.', 'i.dns.tw.', 'd.dns.tw.', 'h.dns.tw.', 'c.dns.tw.'}"
"('p.nic.lk.', 'lk')","{'p.nic.lk.', 'm.nic.lk.', 'pendragon.cs.purdue.edu.', 't.nic.lk.', 'd.nic.lk.', 'l.nic.lk.', 'c.nic.lk.', 'ns1.ac.lk.'}"
"('b0.org.afilias-nst.org.', 'slashdot.org')","{'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.'}"
"('l.root-servers.net', 'fun')","{'d.nic.fun.', 'b.nic.fun.', 'c.nic.fun.', 'a.nic.fun.'}"
"('e.dns.br.', 'edu.br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('h.root-servers.net', 'cu')","{'ns.dns.br.', 'cu.cctld.authdns.ripe.net.', 'ns.ceniai.net.cu.', 'rip.psg.com.', 'ns2.ceniai.net.cu.', 'ns2.gip.net.'}"
"('a.root-servers.net', 'lv')","{'d.nic.lv.', 'a.nic.lv.', 'sunic.sunet.se.', 'c.nic.lv.', 'b.nic.lv.'}"
"('j.root-servers.net', 'ninja')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('dns1.nic.uk.', 'police.uk')","{'ans1.cw.net.', 'ans2.cw.net.'}"
"('root-s.pknic.pk.', 'edu.pk')",{'pknic.pk.'}
"('e.nic.so.', 'so')","{'e.nic.so.', 'd.nic.so.'}"
"('ns5.dns.net.nz.', 'nz')","{'ns4.dns.net.nz.', 'ns7.dns.net.nz.', 'ns6.dns.net.nz.', 'ns3.dns.net.nz.', 'ns2.dns.net.nz.', 'ns5.dns.net.nz.', 'ns1.dns.net.nz.'}"
"('ns4.magic.mn.', 'gov.mn')","{'ns1.gov.mn.', 'ns4.gov.mn.', 'ns.gov.mn.', 'ns3.gov.mn.'}"
"('a.lactld.org.', 'ec')","{'a.lactld.org.', 'n2.nic.ec.', 'n3.dns.ec.', 'sns-pb.isc.org.'}"
"('d.root-servers.net', 'info')","{'b0.info.afilias-nst.org.', 'b2.info.afilias-nst.org.', 'd0.info.afilias-nst.org.', 'c0.info.afilias-nst.info.', 'a2.info.afilias-nst.info.', 'a0.info.afilias-nst.info.'}"
"('k.root-servers.net', 'dk')","{'b.nic.dk.', 'p.nic.dk.', 'c.nic.dk.', 's.nic.dk.', 'l.nic.dk.', 'a.nic.dk.'}"
"('lns5.nic.tr.', 'gov.tr')","{'lns42.nic.tr.', 'lns5.nic.tr.', 'lns22.nic.tr.', 'lns21.nic.tr.', 'lns41.nic.tr.'}"
"('i.root-servers.net', 'tk')","{'c.ns.tk.', 'a.ns.tk.', 'd.ns.tk.', 'b.ns.tk.'}"
"('i.root-servers.net', 'su')","{'d.dns.ripn.net.', 'e.dns.ripn.net.', 'a.dns.ripn.net.', 'b.dns.ripn.net.', 'f.dns.ripn.net.'}"
"('e.root-servers.net', 'nl')","{'ns1.dns.nl.', 'ns2.dns.nl.', 'ns3.dns.nl.', 'sns-pb.isc.org.'}"
"('m.root-servers.net', 'ng')","{'ns5.nic.net.ng.', 'ns1.nic.net.ng.', 'ns2.nic.net.ng.', 'nsa.nic.net.ng.'}"
"('d0.org.afilias-nst.org.', 'networkforgood.org')","{'ns0.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.'}"
"('a0.cctld.afilias-nst.info.', 'ac.in')","{'a1.in.afilias-nst.in.', 'b2.in.afilias-nst.org.', 'b1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('m.gtld-servers.net.', 'aliexpress.com')","{'nsp.alibabaonline.com.', 'nshz.alibabaonline.com.', 'ns8.alibabaonline.com.', 'nsp2.alibabaonline.com.'}"
"('b0.cctld.afilias-nst.org.', 'bz')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('ns2.gov.ru.', 'gov.ru')","{'bcl.dns.ripn.net.', 'ns.gov.ru.', 'ccl.dns.ripn.net.', 'acl.dns.ripn.net.', 'ns2.gov.ru.'}"
"('demand.beta.aridns.net.au.', 'ninja')","{'demand.beta.aridns.net.au.', 'demand.alpha.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.gamma.aridns.net.au.'}"
"('c.root-servers.net', 'im')","{'barney.advsys.co.uk.', 'pebbles.iom.com.', 'ns4.ja.net.', 'hoppy.iom.com.'}"
"('f.root-servers.net', 'ly')","{'dns.lttnet.net.', 'phloem.uoregon.edu.', 'pch.ltt.ly.', 'dns1.lttnet.net.', 'ns-ly.afrinic.net.'}"
"('b.root-servers.net', 'co')","{'ns3.cctld.co.', 'ns6.cctld.co.', 'ns5.cctld.co.', 'ns4.cctld.co.', 'ns1.cctld.co.', 'ns2.cctld.co.'}"
"('f1g1ns2.dnspod.net.', 'mumayi.net')","{'f1g1ns2.dnspod.net.', 'f1g1ns1.dnspod.net.'}"
"('d.dns-servers.vn.', 'vn')","{'a.dns-servers.vn.', 'b.dns-servers.vn.', 'd.dns-servers.vn.', 'f.dns-servers.vn.', 'e.dns-servers.vn.', 'g.dns-servers.vn.', 'c.dns-servers.vn.'}"
"('h.gtld-servers.net.', 'admitad.com')","{'ns3.fornex.com.', 'ns1.fornex.com.', 'ns4.fornex.com.', 'ns2.fornex.com.'}"
"('h.root-servers.net', 'ec')","{'a.lactld.org.', 'n2.nic.ec.', 'n3.dns.ec.', 'sns-pb.isc.org.'}"
"('l.gtld-servers.net.', 'feedblitz.com')","{'ns-20.awsdns-02.com.', 'ns-1069.awsdns-05.org.', 'ns-979.awsdns-58.net.', 'ns-1991.awsdns-56.co.uk.'}"
"('ns1.cesca.es.', 'es')","{'ns1.cesca.es.', 'g.nic.es.', 'ns-ext.nic.cl.', 'f.nic.es.', 'ns3.nic.fr.', 'a.nic.es.', 'sns-pb.isc.org.'}"
"('e.mx-ns.mx.', 'com.mx')","{'o.mx-ns.mx.', 'e.mx-ns.mx.', 'i.mx-ns.mx.', 'x.mx-ns.mx.', 'm.mx-ns.mx.', 'c.mx-ns.mx.'}"
"('h.dns.jp.', 'jp')","{'g.dns.jp.', 'a.dns.jp.', 'd.dns.jp.', 'h.dns.jp.', 'e.dns.jp.', 'c.dns.jp.', 'f.dns.jp.', 'b.dns.jp.'}"
"('j.root-servers.net', 'space')","{'b.nic.space.', 'c.nic.space.', 'a.nic.space.', 'd.nic.space.'}"
"('dns1.nic.uk.', 'parliament.uk')","{'ns2.p29.dynect.net.', 'ns4.p29.dynect.net.', 'ns3.p29.dynect.net.', 'ns1.p29.dynect.net.'}"
"('demand.beta.aridns.net.au.', 'zone')","{'demand.beta.aridns.net.au.', 'demand.gamma.aridns.net.au.', 'demand.delta.aridns.net.au.', 'demand.alpha.aridns.net.au.'}"
"('ns4.google.com.', 'youtube.com')","{'ns3.google.com.', 'ns4.google.com.', 'ns1.google.com.', 'ns2.google.com.'}"
"('d.root-servers.net', 'int')","{'ns.uu.net.', 'x.iana-servers.net.', 'y.iana-servers.net.', 'sec2.authdns.ripe.net.', 'z.iana-servers.net.', 'ns0.ja.net.'}"
"('b1.in.afilias-nst.in.', 'gov.in')","{'b2.in.afilias-nst.org.', 'a1.in.afilias-nst.in.', 'a0.cctld.afilias-nst.info.', 'b1.in.afilias-nst.in.', 'a2.in.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('ca1.nic.cr.', 'co.cr')","{'ca2.nic.cr.', 'p.nic.cr.', 'a.lactld.org.', 'ca1.nic.cr.', 'dns.nic.cr.', 'de.nic.cr.'}"
"('l.root-servers.net', 'zw')","{'ns1.telone.co.zw.', 'ns2.telone.co.zw.', 'ns1.liquidtelecom.net.', 'ns2.liquidtelecom.net.'}"
"('k.root-servers.net', 'lk')","{'p.nic.lk.', 'l.nic.lk.', 'm.nic.lk.', 't.nic.lk.', 'd.nic.lk.', 'pendragon.cs.purdue.edu.', 'c.nic.lk.', 'ns1.ac.lk.'}"
"('l.root-servers.net', 'cx')","{'ns.anycast.nic.cx.', 'ns.cocca.fr.'}"
"('l.root-servers.net', 'kz')","{'ns1.nic.kz.', 'ns.nic.kz.'}"
"('i.root-servers.net', 'by')","{'dns6.tld.tutby.com.', 'dns1.tld.tutby.com.', 'dns2.tld.tutby.com.', 'dns3.tld.tutby.com.', 'dns4.tld.tutby.com.', 'dns7.tld.tutby.com.', 'dns5.tld.tutby.com.'}"
"('k.root-servers.net', 'pl')","{'f-dns.pl.', 'a-dns.pl.', 'b-dns.pl.', 'c-dns.pl.', 'i-dns.pl.', 'e-dns.pl.', 'g-dns.pl.', 'h-dns.pl.', 'd-dns.pl.'}"
"('h.tld.sk.', 'sk')","{'e.tld.sk.', 'a.tld.sk.', 'f.tld.sk.', 'c.tld.sk.', 'b.tld.sk.', 'h.tld.sk.', 'g.tld.sk.'}"
"('g.dns.tw.', 'org.tw')","{'h.twnic.net.tw.', 'g.twnic.net.tw.', 'b.twnic.net.tw.', 'a.twnic.net.tw.', 'e.twnic.net.tw.', 'anytld.apnic.net.', 'i.dns.tw.', 'c.twnic.net.tw.', 'd.twnic.net.tw.', 'h.dns.tw.', 'f.twnic.net.tw.'}"
"('b.root-servers.net', 'is')","{'sunic.sunet.se.', 'isgate.is.', 'durinn.rhnet.is.', 'bes.isnic.is.', 'sns-pb.isc.org.', 'sab.isnic.is.'}"
"('f.root-servers.net', 'sh')","{'c0.nic.sh.', 'a2.nic.sh.', 'ns-a3.sh.', 'b0.nic.sh.', 'ns-a1.sh.', 'a0.nic.sh.'}"
"('e.root-servers.net', 'vu')","{'efate.vanuatu.com.vu.', 'ns1-cctld.vunic.vu.', 'santo.vanuatu.com.vu.', 'anytld.apnic.net.', 'ns2-cctld.vunic.vu.', 'fork.sth.dnsnode.net.', 'rip.psg.com.'}"
"('c.gtld-servers.net.', '163.com')","{'ns8.166.com.', 'ns6.nease.net.', 'ns5.nease.net.', 'ns2.166.com.', 'ns1.nease.net.', 'ns4.nease.net.', 'ns3.nease.net.'}"
"('ns1.nic.kz.', 'edu.kz')","{'ns2.nic.kz.', 'ns.nic.kz.'}"
"('c.root-servers.net', 'pk')","{'root-s.pknic.pk.', 'root-c1.pknic.pk.', 'ns3.pknic.net.pk.', 'root-e.pknic.pk.', 'n1.pknic.net.pk.', 'root-c2.pknic.pk.'}"
"('a2.cctld.afilias-nst.info.', 'bz')","{'a2.cctld.afilias-nst.info.', 'b2.cctld.afilias-nst.org.', 'a0.cctld.afilias-nst.info.', 'c0.cctld.afilias-nst.info.', 'd0.cctld.afilias-nst.org.', 'b0.cctld.afilias-nst.org.'}"
"('j.root-servers.net', 'gs')","{'ns.anycast.nic.gs.', 'ns.cocca.fr.'}"
"('c.dns.br.', 'gov.br')","{'a.dns.br.', 'd.dns.br.', 'f.dns.br.', 'b.dns.br.', 'c.dns.br.', 'e.dns.br.'}"
"('i.root-servers.net', 'kz')","{'ns1.nic.kz.', 'ns.nic.kz.'}"
"('d.root-servers.net', 'im')","{'barney.advsys.co.uk.', 'pebbles.iom.com.', 'ns4.ja.net.', 'hoppy.iom.com.'}"
"('e.root-servers.net', 'space')","{'b.nic.space.', 'c.nic.space.', 'a.nic.space.', 'd.nic.space.'}"
"('gr-m.ics.forth.gr.', 'gr')","{'gr-at.ics.forth.gr.', 'gr-d.ics.forth.gr.', 'estia.ics.forth.gr.', 'grdns.ics.forth.gr.', 'gr-c.ics.forth.gr.', 'gr-m.ics.forth.gr.'}"
"('a.root-servers.net', 'lt')","{'f.tld.lt.', 'b.tld.lt.', 'e.tld.lt.', 'd.tld.lt.', 'a.tld.lt.', 'c.tld.lt.'}"
"('a.gtld-servers.net.', 'stackexchange.com')","{'ns-cloud-d1.googledomains.com.', 'ns-925.awsdns-51.net.', 'ns-1029.awsdns-00.org.', 'ns-cloud-d2.googledomains.com.'}"
"('a0.org.afilias-nst.info.', 'drupal.org')","{'ns0.dnsmadeeasy.com.', 'ns3.dnsmadeeasy.com.', 'ns4.dnsmadeeasy.com.', 'ns1.dnsmadeeasy.com.', 'ns2.dnsmadeeasy.com.'}"
